input,output
4.6161169374,60.4654219727
0.7982204783,7.6689732986
-9.9734015449,173.0172721156
-5.9330744333,56.6035211619
9.1597942353,199.2830435711
-3.2033376249,14.9127310039
-5.8954224728,55.8257448468
-8.9741392153,138.1479316643
3.4622421863,38.3609684723
-3.3053243699,15.9343652703
4.1916761842,51.7153270182
7.2932371497,132.2623276914
4.9459097473,67.7617756978
5.2029285408,73.7497164229
6.6022090319,110.9849552963
-4.0023431944,24.0304725082
-2.475846432,8.8320918137
9.3067724909,205.1523458682
-3.8682933005,22.3225062153
-4.6458823605,33.2307987343
-6.7162599119,74.067514672
4.0636057019,49.2165997062
-9.1119938652,142.7208828019
-5.7953837904,53.7867951852
6.2030966066,99.5661048424
-7.8983175327,105.0718870973
-4.4303361225,29.9647479495
7.0885631755,125.7611453114
2.9978192183,30.9672977867
7.901278073,152.5642245922
-4.5301919943,31.4547030276
-4.9396322555,37.9810368724
6.7947050617,116.7201489368
-6.0497454775,59.0496042528
4.6897019837,62.0557153425
1.6607804536,14.4987247908
6.4462251278,106.4463121801
4.1374044595,50.6484447011
-6.2338167356,63.019491979
3.246521402,34.8193666339
4.1737060669,51.3607628661
-5.529502599,48.5622901871
2.0942928545,19.0550036847
-9.2668350784,147.9479595044
-3.1766237195,14.6520053525
5.6003166677,83.5280435598
1.1585227219,10.1599179598
-3.4692646582,17.6638005628
8.3807223828,169.6151824626
-2.9527457427,12.5791776141
-0.2306585938,3.4144309924
9.8592979023,227.9894039598
-4.7951672261,35.6017557738
-5.6764515856,51.41485045
-3.54352609,18.4825760305
6.1597261943,98.3636321611
9.3830154243,208.2310031763
7.6868964333,145.2374428512
5.3338452286,76.9013455312
3.5271295906,39.4626750693
6.673720407,113.0982493629
-4.5545857533,31.8247455091
-9.4287139624,153.5151520838
6.5313344326,108.9106622391
7.9066177855,152.749062967
8.1498579394,161.2899426832
-8.7395882246,130.5420399969
-8.1499447353,112.3933641698
-8.1040752939,111.039846856
7.2687198532,131.4747361674
-9.1657461403,144.5245661945
-2.774476243,11.0720081173
7.8022982243,149.1586098342
4.0100697054,48.1915271997
-9.4981141815,155.9340034644
-9.7701684154,165.6018764839
7.6100391272,142.6555084177
-8.2825540431,116.3537408259
-8.2973618605,116.8003421074
-8.1641704869,112.8148480167
6.6370530753,112.0121062746
2.3599215469,22.2182240552
-9.5591388822,158.0768556912
-3.2835838135,15.7130938805
6.784908328,116.4246870213
6.7956856649,116.749744308
1.7376111278,15.2514182464
9.4260670075,209.9796794819
-9.0610317263,141.0214967107
-7.9207953044,105.7156105954
-5.3808177263,45.7639456293
-5.3161670472,44.5747630067
-8.6373391887,127.295238955
5.2867965362,75.7608248401
-8.5845232436,125.6345089093
1.5693939926,13.6341769857
-2.4273789812,8.5022004931
-5.877372096,55.4548892214
-6.3804859614,66.2797443241
7.5891768096,141.9587397243
8.0513140693,157.8012586922
-5.4301450846,46.6825160257
1.8614888605,16.5147481367
-8.7795434762,131.8221368715
-0.6880428562,2.8826773753
-5.4523385815,47.0989762699
-6.6282391812,71.9823917436
8.9997770639,192.99130559
-2.946814944,12.5269917966
-0.0511337257,3.8518281387
6.6808674652,113.3105825697
4.8121648598,64.7503558549
2.9107823723,29.6776551551
-0.6629050766,2.8901710514
3.1624768985,33.4899509633
-5.5486792654,48.9296453851
1.9064446602,16.9883964652
-9.9837796564,173.400373486
-8.5647151405,125.0145454533
-8.3678292905,118.9376461992
8.6814831359,180.7807482847
-9.1636699412,144.4546837599
-9.4175000364,153.1261137625
6.4174696439,105.620242192
-7.7321615108,100.3761587272
-8.5671030672,125.0892007278
1.9191167826,17.1233687983
0.5444210688,6.2260518066
-9.600594864,159.5410588949
-8.8561511702,134.2943735882
1.6172763204,14.0829943539
8.2736680115,165.7281687639
8.1757775357,162.2140092336
-3.0150572388,13.1359685904
2.794739459,28.0053556637
-7.8871871195,104.7538799583
2.1738151456,19.9723900115
8.8721088546,188.0449576211
-4.8577424868,36.6220966764
-5.7546310775,52.9676644442
-9.1266629707,143.2119650506
-2.16943117,6.904569693
5.2262339032,74.3057433318
9.5160815857,213.6598622471
-0.9732929507,2.9747194836
-3.8313160486,21.8640171833
5.0197882457,69.4559128003
-1.2805540873,3.437975279
5.8320823238,89.5226154351
5.11875594,71.7595925658
9.4104241627,209.3434383332
-2.5698824379,9.4989441757
2.839229398,28.6401353427
-0.4682004875,3.0338219305
-8.9881648877,138.6097214331
0.0247006969,4.0753223396
6.3506266532,103.7127977363
5.4772361453,80.4319400183
-7.1349576793,84.4103691334
-4.1663505798,26.2179025677
-5.4314877739,46.7076555539
-2.8871232863,12.0095918818
1.9805935378,17.7872821374
-6.1493849344,61.1817153391
-7.9950251598,107.8557791333
-1.9848295943,5.9246082539
-5.655596561,51.0047552388
-3.6657321874,19.8779883768
7.509661976,139.3190319166
1.4036666118,12.1515597493
-3.9615119732,23.5026183079
-1.465582814,3.8991175275
-6.4969375205,68.9295817282
-0.7440739336,2.8750702365
-1.9748052881,5.8752959875
-0.3436440493,3.2052503173
-0.3041526749,3.2725596746
0.6751757005,6.9372515543
9.1362849094,198.352258619
-5.3777217761,45.7066176741
-6.028484426,58.5997956716
-8.9449385308,137.1890350463
5.6208513409,84.0504936153
0.0329420644,4.1009965525
-0.1595099211,3.5723570665
-7.7345619962,100.4432125569
-1.1134326723,3.1391666146
-6.5900320572,71.0869488571
4.1003612961,49.927009405
-4.655309372,33.3778825821
9.4383963601,210.4818407824
-9.932694352,171.5187511244
-0.9955161803,2.9955563896
-0.0303199648,3.9108787062
2.6846155477,26.4681679217
7.9515078629,154.3074781776
-1.2036052874,3.2865155135
6.9217881397,120.5876665214
-5.4493551852,47.0428783127
1.3410005784,11.619566838
-9.7644147229,165.3943455931
6.5983557944,110.8716657632
-0.6650834634,2.8894216364
0.3329450597,5.2205400047
-4.345920675,28.7362910014
-0.5468973852,2.9575013443
-1.3190959392,3.5227403761
-1.99130286,5.9566655806
6.5839677559,110.4491660902
-0.8012261689,2.8802482408
-4.9214773179,37.6774460274
-8.7017364809,129.3352261242
-2.5233646023,9.1646440254
-6.2036439578,62.3594648375
-5.5354128545,48.675352376
6.140937488,97.8450389269
5.5986255744,83.4850933684
-0.4580999873,3.0454112348
4.6923456934,62.1132532936
9.930723284,231.030699738
3.7222533372,42.8770998239
-9.4687738109,154.9090335303
8.5433843377,175.6089848959
4.7166705391,62.6439735662
6.9159458414,120.4084512858
-4.3493292498,28.7853420973
6.8700717387,119.0059866052
-9.4734799864,155.0732061449
-9.7833698991,166.0785434694
-7.3051594869,88.8152317986
-4.6124386178,32.7118641519
1.6025090756,13.9435979014
-9.7795954985,165.9421897319
4.2167177049,52.2115695203
9.2878763225,204.3929221298
4.7368599122,63.0862633932
-4.9208557733,37.667075764
3.1823438921,33.8016569711
5.8717842275,90.5710527122
4.3539624294,54.975864962
7.2980934108,132.4186150976
-6.7358669801,74.5362070065
-5.6174227241,50.2586079496
-2.9967141976,12.970449371
9.8937276535,229.4528767246
4.4238522125,56.4124934334
8.714083499,182.0127529533
4.2917596374,53.7136804816
-0.5029717899,2.9970458731
-0.694083774,2.8812532487
1.5475468221,13.4324427994
-2.9359365962,12.431637605
4.4458866787,56.8694767554
-9.7434455652,164.6391262677
-2.3381774733,7.9196153731
-3.9100711128,22.8470988756
9.0674184083,195.6384084077
6.8324086199,117.8608409591
9.9176974231,230.4745366212
-1.5947241637,4.3021178254
2.5069168577,24.0900148359
-8.5069542765,123.2156792949
-5.1854657284,42.2217124559
-1.3163758847,3.5165632856
-2.5085559198,9.0600378462
1.3554066929,11.7404746851
3.3456235086,36.4232638485
5.348936794,77.2690600339
-1.9650556681,5.8277205531
5.2914518631,75.8732812281
-2.1663101053,6.8868686287
-1.3426225353,3.5774029387
-9.8834902603,169.7162886703
-3.1464818717,14.3612507229
9.0387542677,194.5144202256
-4.2762852306,27.7443750544
-2.4451628919,8.62215446
-5.6409578044,50.7179364886
4.0207618506,48.3953372702
8.9303858377,190.2947399349
-8.5299939278,123.9316110335
8.5810877156,177.0133959112
1.635781672,14.2589083729
-8.8047402245,132.6326801674
-1.9114905134,5.5731204256
-3.9379784584,23.2014133025
-9.3219132034,149.8303919343
-9.1050316124,142.4881064873
-6.1898368367,62.0586496189
-2.5401075096,9.2839697918
-4.1078774847,25.425682405
-6.6344187765,72.1277686747
4.655309053,61.3097319162
-7.0483428065,82.2132442173
-6.2375195596,63.1007418343
8.1116915635,159.9341547348
-9.8217763206,167.4692512224
-9.1042316304,142.4613722677
-0.145253149,3.6064375075
1.6014343487,13.9334869925
3.9537533829,47.1255917746
1.2902584563,11.2003091367
3.9924315519,47.8563140486
-0.5981921197,2.9210912651
1.8466963147,16.3606635013
9.86014179,228.0252176093
8.0135729846,156.475422914
5.9739239738,93.2973072101
7.81337676,149.5378430664
6.308704295,102.5256126492
-3.1899003146,14.7812270906
-8.7346025208,130.382754829
6.5113254311,108.3286940322
9.3748165198,207.8988191194
-5.8895525106,55.7050000187
2.2529171349,20.9100226384
-3.2608163084,15.4833970687
-8.6034299386,126.2277235996
-8.3130350863,117.2739994317
1.9061793525,16.9855775054
-1.4087932511,3.7430170954
-7.8664212874,104.1619038786
-3.5910383787,19.0179981384
1.1217565957,9.8819455074
-5.0610934671,40.0460537648
-0.7645140104,2.875421313
1.4306300518,12.3852948452
-3.0208212885,13.1882586486
6.5831473753,110.4251008548
5.0398913152,69.9206828845
7.5072497522,139.2393469396
2.0044234665,18.0486972651
3.763191737,43.6127993097
-7.8704283001,104.2759983547
5.9425964749,92.4566951522
-9.9812086058,173.3054246469
-9.2293380562,146.6733477428
7.1916384159,129.0142414563
1.9536685067,17.4946467884
-0.5100741785,2.9901287997
-6.8032872694,76.1595735308
4.1809638213,51.5038084142
3.3263871795,36.1088648748
5.5998376663,83.5158767774
-2.7840563135,11.1497701729
-3.844644972,22.0286550051
2.4073685671,22.8129525366
2.0922862126,19.0321818285
-6.4272203349,67.3366614612
8.3171801391,167.302511349
2.1228218827,19.3812111393
7.8160319028,149.6288051186
-8.5895620884,125.7924674753
9.600184841,217.1276524869
3.4913846463,38.8536874353
-0.280465999,3.3159243561
-5.1782951969,42.0945967024
-2.6214044476,9.879309213
5.4675499592,80.1908549893
8.8488773521,187.1518928424
-6.9954828161,80.8871112127
-8.2983048756,116.828812989
6.1241044147,97.3816230086
8.2270866015,164.0511677015
5.1493894517,72.4805918049
-4.4462129653,30.1989805704
6.0132416186,94.3578743836
0.2547902633,4.8942069463
-1.1135713861,3.1393683057
1.8027596923,15.9081640936
0.9746486039,8.8238256136
5.3420245562,77.1005263859
-7.8492271233,103.6730514973
4.2783493576,53.4435945233
-5.143459811,41.4799782225
-1.3300987309,3.5480290753
-1.4353019099,3.8142774154
-1.2265442951,3.3291889304
-0.8755560868,2.9065286619
6.390723834,104.8548737465
9.1627161926,199.3988846314
1.6189635315,14.098976427
4.7233220488,62.7895085005
-8.4657040125,121.9391768183
7.2879254372,132.091490667
-2.9969223095,12.9723197296
5.3245703885,76.6758108097
-8.7865019002,132.0457255828
-6.2185178037,62.6843739393
-8.1235584343,111.6137279674
4.6839718226,61.9310995383
7.3052340388,132.6485908388
-0.6921131403,2.8817017771
5.2277888878,74.3429199753
-6.5348418596,69.8037906801
-6.7533559424,74.9555651419
0.9891557284,8.9243252949
6.635700836,111.9721536791
8.1040086843,159.6619395646
-9.1076048413,142.5741173669
-7.470956156,93.2175033011
2.1823535649,20.0723948588
-5.2371910117,43.1447663517
-4.8979016756,37.2851766211
7.2699623224,131.5145913048
-9.3936448054,152.3001910431
5.6456217331,84.6829547049
-3.2355121778,15.2305415716
5.4221402607,79.0656307951
8.0231078528,156.8098427944
-2.3766247437,8.1668161137
1.3821234591,11.9669008895
8.4752129315,173.084107264
9.0421037237,194.645590673
-3.9188059824,22.9576627088
7.397402423,135.635332485
5.4888241723,80.7208541054
-5.993202127,57.8573370889
2.5514044523,24.6735427152
8.6532038683,179.7154859769
-7.5962170239,96.616375078
-0.2094487474,3.4593913133
3.776820585,43.8592092178
6.4592048785,106.8202699612
-9.8190444866,167.3701358015
9.4251538759,209.9425127951
5.5099056375,81.2478371796
5.6014370817,83.556506005
-5.1745417297,42.028139036
-6.6576931138,72.6766758529
-1.4485789477,3.8510250925
3.6096013793,40.8872483727
0.4541656021,5.7750295946
-5.210521292,42.6675003927
8.1357528956,160.7882090422
-7.0945848503,83.3825138448
-9.9176829765,170.9678223139
8.7755541138,184.3473623489
-6.4816148301,68.577817121
1.6350929111,14.2523363896
-3.7157364032,20.4661848265
9.7772464716,224.5208365488
-4.5648959762,31.9818626181
-2.2535411027,7.3962716949
-3.1987943631,14.8681876659
8.6279246043,178.7659397664
8.5749934403,176.7860053246
-2.3860031775,8.2280127933
-5.6557938847,51.0086272785
3.1217409582,32.8557560955
7.3513715865,134.1394431662
6.0950379189,96.5840882214
-3.168716018,14.5753743513
8.7045283666,181.6512132687
-2.577551125,9.5548862287
8.1568970056,161.540628538
3.9417671621,46.9003582063
-2.4417134728,8.5987889482
9.9624681921,232.3889495335
-0.5654175581,2.9431413557
2.817024958,28.3223341019
9.7442136256,223.1320392397
-1.4503955413,3.8561078284
-8.2091184422,114.1518958705
-0.0322556109,3.9053140162
7.166496478,128.2168329714
-8.9739513097,138.1417502877
-6.5282445252,69.6512195863
-5.8471049522,54.8359577884
8.9166002063,189.7613190969
0.3076421679,5.1122139106
-7.046160195,82.1582664018
-9.3504042116,150.8089052074
-5.2973136615,44.2311230729
5.2665787008,75.2734385268
-2.0980098391,6.5092610529
-7.8901344687,104.8380404617
-8.5024726247,123.0766635921
-0.0270389463,3.9203453703
4.1933054678,51.7475378963
-8.1877382087,113.5148993219
7.3747795583,134.8990857426
-1.4576087582,3.8764203094
2.3608170805,22.2293658168
-1.9174264367,5.6007689704
-4.6619940306,33.4823945902
9.0222903305,193.8703166072
0.9920508464,8.9444823027
6.9612649887,121.8022154525
-5.6446253394,50.7897144262
-0.842770954,2.8922128998
2.6904151705,26.5479130914
0.2172581828,4.7461767843
7.9328683148,153.6594043445
2.9908205074,30.8624761373
4.0741780416,49.4203875532
-4.7830749048,35.4063863753
3.9373953578,46.8183504807
7.8199048779,149.7615392337
8.6688456445,180.3043065491
-0.8353038032,2.8895534777
-1.0654601891,3.0740302618
8.0427031536,157.4982574961
8.447940167,172.0792066326
0.620273675,6.6302998888
7.3340019378,133.577174662
-8.4228845357,120.6213141973
-0.9681518373,2.9701804483
-3.6820460533,20.0687881176
5.6228269694,84.1008471637
5.8158260906,89.0951445039
-4.5076527763,31.1149087741
-7.834314592,103.2500264775
1.2495661577,10.8715296378
-4.33619554,28.5965969028
0.0465438643,4.1439642553
2.1437368652,19.6224260895
-7.6264126101,97.4451007676
-9.8120734993,167.1173522141
-0.20943634,3.4594181411
7.9991737573,155.9710828702
-5.7684752261,53.2451871891
1.3382100436,11.5962423723
0.1003257368,4.3211077174
7.7423590231,147.1153235559
8.3345489427,167.9330589833
8.5151806705,174.5621457145
4.8662882939,65.9603884011
-4.0419959176,24.5494742429
5.914867901,91.7159282762
5.9486913415,92.6199313782
6.5567440604,109.6520175281
7.57520879,141.4932027926
-7.9211681309,105.7263047243
-3.6227103501,19.3799295113
-2.4851074277,8.8961955713
-5.062590782,40.0718785065
-3.0662202257,13.6047522679
8.1703434895,162.0200559399
0.904143472,8.3473812517
3.2332342058,34.6073094768
-1.9197888956,5.6118121204
-7.6459893651,97.9843386462
6.6215398234,111.5541987374
-6.7854009244,75.727128636
-7.3688501824,90.4933554753
-2.1390045814,6.7336674545
2.4365985442,23.1838205641
-1.0975836706,3.1166288161
6.0238483268,94.6450423101
9.1139091823,197.4684087141
-5.6480274499,50.8563458009
-3.2158988866,15.0363146378
-7.0261301945,81.6546204375
-7.3974130362,91.2512001467
7.0117797471,123.365449686
-6.9836563674,80.5919434143
4.455201567,57.0632467062
2.3840227425,22.519197101
-1.2735521566,3.4232137213
7.2091559162,129.5713257956
5.0354661347,69.8182367923
5.7323899586,86.91775915
3.653501935,41.6566585828
7.0621613622,124.9347302986
-8.1226234559,111.5861532438
5.059460772,70.3746689224
4.3443947583,54.7807159074
-7.5667465146,95.811066089
-1.1929289969,3.2673721925
-2.2082385253,7.1279191935
-1.2393793253,3.3539842481
4.6590316307,61.3902463648
-1.0554701446,3.0616240185
5.0412567804,69.9523101923
-8.5314982884,123.9784312238
-5.7266263434,52.4086195246
-3.7296216614,20.6312904902
4.965190394,68.2018024797
-2.2947914536,7.6477612704
7.0370105787,124.1500675065
-7.3927136876,91.1262902698
-8.2603735379,115.6864213572
6.8673776669,118.9238850396
-3.9593445512,23.474784896
-8.8083363321,132.7485688828
-1.1362650418,3.173401365
0.5171929423,6.0865559061
-8.5494416344,124.5375796179
-8.7921473741,132.2272687736
8.3059355166,166.89493616
-2.9854299683,12.8692942867
-7.3798210497,90.7840543031
-8.7054392234,129.4530264734
-9.0911660461,142.0251020185
-8.6852147139,128.8102651115
7.9779352895,155.228708835
0.2188530261,4.7523523722
2.4451370517,23.2928015588
-2.744081225,10.8277198635
9.124735798,197.8958141611
-2.7958662114,11.2461371099
-4.3264500328,28.456989674
-7.3479976448,89.9421458404
4.9532275081,67.9286080186
2.1314108869,19.4800573986
7.5177814205,139.5874192345
2.0612659352,18.6814323164
-6.3087440001,64.674269717
-6.2968152119,64.40931799
2.9897198506,30.8460091212
5.2481197208,74.8298803692
7.6518193508,144.056136806
-3.9095582911,22.84061719
-5.7069775526,52.0182529132
-7.1198287511,84.0244366369
4.2594915526,53.0650112315
4.3374261154,54.6388089584
-0.7599399213,2.8751976041
3.8336701028,44.8950632226
-6.4331931593,67.4723689716
7.8764023084,151.7046335718
0.3513822853,5.3010858766
-5.7884298655,53.6465510185
8.3866731781,169.8325935255
6.7961107992,116.7625763869
-0.597352226,2.9216026858
-2.5206587463,9.1454647917
1.127288263,9.9234224445
-3.7745017592,21.1702217828
2.7247000284,27.0220805747
9.3838988482,208.2668117314
7.7953570884,148.9212555375
3.560116504,40.0292085562
8.4877636248,173.5475535757
3.9234587179,46.5574327749
3.6957306043,42.4040412115
4.0717985976,49.3744834309
0.1343922539,4.4392993175
-0.7230575782,2.8764517882
-4.5376997749,31.568339169
-5.6310099491,50.5235162472
-7.0838273033,83.1097366166
-8.2161145412,114.3607326833
6.9238979952,120.6524208824
5.6825624068,85.6307182342
-5.0107273518,39.1825951331
-0.8044578722,2.8809313197
-1.6522680708,4.5031753432
1.5487010175,13.443052736
-0.6700783395,2.8877749436
-5.7570099927,53.0152981342
-9.8704388108,169.2398082021
-8.2676072408,115.9038372545
-9.877617587,169.5018056275
-0.2393347068,3.3965580834
2.900893059,29.5330402559
-7.0039760981,81.0994340712
8.6478158818,179.5128866946
-0.1257435106,3.6543923291
-4.5502680374,31.7590743119
5.3517835707,77.3385254867
4.7643299835,63.6906703331
-3.8153319387,21.667519789
-3.1073205968,13.9889207921
3.8172331265,44.5942368642
8.6513559227,179.6459863688
9.1210367725,197.7497339279
4.9935151313,68.850932128
-9.1390555864,143.6275072645
-0.3636305195,3.173562751
-0.9672929107,2.969432418
-5.5553885487,49.0585182089
7.5688309724,141.2808974934
0.3064908559,5.107345857
-2.2296045945,7.253459512
-8.9299097638,136.6968474877
-1.1687497282,3.2257026697
5.7334015197,86.9439905316
-6.7605434168,75.12826433
-1.8588685862,5.3341790827
-5.4151806954,46.4028218408
-3.3384686,16.2753393861
4.6295003077,60.7530471221
-5.9112235317,56.1514566885
4.127394343,50.4529511547
9.5233613521,213.9589069415
-8.2172635019,114.3950484141
-4.0485552965,24.6359340876
8.4505426236,172.1749691369
-3.2778853738,15.6554089263
3.1890445223,33.9071434971
4.8241168036,65.016556281
0.8228218674,7.822537253
2.2436269861,20.798605064
-6.2869727716,64.1911349465
-2.2489560635,7.3687385608
-0.4967479679,3.0032731836
-2.3621664324,8.0731612114
5.7950096686,88.5493031231
-0.2280700827,3.4198216771
4.1144126484,50.2000208275
9.2509197661,202.9117923365
5.1922309072,73.4952163098
2.2750123168,21.1763990341
9.533273377,214.366422694
5.7971414223,88.6051216082
-9.351021452,150.8301400351
1.0587829695,9.4183916617
2.4014901803,22.7387807134
-0.8618003377,2.899998631
-4.4540165162,30.3144767043
4.3539238755,54.9750778533
-5.4822946407,47.6642251336
7.7717322731,148.1148418689
2.1632271976,19.8487854101
-9.1483297007,143.938883524
-9.7190926429,163.7642456729
0.8451413189,7.9639516548
-9.9142772343,170.8429544532
3.1966373358,34.0268925203
5.3499652548,77.2941522192
5.3212000647,76.5939404502
-6.7157300287,74.05486955
-0.8147198968,2.8833773301
6.5113657673,108.3298656131
1.0210552326,9.1482732738
-4.0679355367,24.8923924512
4.1552442495,50.9978422954
-4.2604021099,27.520845946
-5.4209033335,46.5096759023
-9.9031752338,170.4362337207
1.0108952666,9.0765042799
-3.2810957159,15.6878910458
8.6776741087,180.6370782005
-5.8647537103,55.196411034
0.8185176276,7.7954950961
6.8796987976,119.2996074829
8.9701476564,191.8375409232
-3.1639650257,14.5294542907
4.5588012108,59.2417405915
6.3100788259,102.5644260557
8.9896680636,192.5972679765
-5.6121294848,50.1556062543
-0.8324154948,2.8885846276
4.6364885095,60.9035169251
-1.5333232016,4.1021904765
-5.5611253868,49.1688549744
-2.8940507144,12.0689069321
5.7775768277,88.0935184832
5.4927381168,80.8185583895
0.8221713628,7.8184455883
7.7590881715,147.6841630209
-3.9773636739,23.7067525676
-4.6662969424,33.5497634822
8.4624030651,172.6117404686
0.1898274765,4.641551371
-5.7862195532,53.6020147765
-2.8239866292,11.4778410765
8.7136070641,181.994717328
-6.3366067881,65.2953508104
4.6362833243,60.8990960985
-6.9486032364,79.7203641657
5.0603991138,70.3964757231
-2.7782424226,11.1025346497
2.9130139781,29.7103428071
-0.9097825553,2.9260609299
9.0767840615,196.0063699809
-1.080744178,3.0937834226
5.9185990572,91.815426772
2.5343494757,24.4489029569
2.7978642263,28.0496811365
-7.7586934198,101.1185669046
-8.5442609912,124.3760087974
1.7229089969,15.1055578139
-1.8197467083,5.16371604
2.2406059714,20.7624481524
7.8146647301,149.5819638773
-8.4403582527,121.1582201084
-9.7294520888,164.1361196283
6.3532327815,103.786831897
-1.5725749559,4.2282591163
7.367631584,134.6668850671
3.5109785734,39.1868768056
1.4800348153,12.8211105547
-1.7281957231,4.7887337454
7.1235006983,126.8590264917
-5.6355384318,50.6119715377
-3.4460228073,17.4120779545
9.453757321,211.1083269329
-6.3646855943,65.9243886447
-4.9017106435,37.3484025354
0.0247393472,4.0754421121
-1.8491200269,5.2911296671
1.2081164044,10.5434397061
-8.1923977152,113.653567502
4.3670185156,55.2427569782
6.2737615348,101.5414521953
-7.9654307512,106.9998818493
6.4098798231,105.4027581624
-7.4460015664,92.5478739538
4.0123985618,48.2358801234
0.8891354604,8.2485301151
-1.3216967264,3.5286742939
-6.6993553659,73.6646585383
0.8321787537,7.8815792174
5.2488547048,74.8475155377
-4.5455915213,31.6880299933
7.2207474474,129.9406297395
-5.0929830421,40.5980034077
3.6643176919,41.8474013706
7.4070625686,135.950339496
3.9348554069,46.7707403665
1.1378219736,10.0027436079
3.2229790655,34.4441253095
8.2221676751,163.8745855817
3.5581832827,39.9958863944
3.0432266969,31.6521375478
8.0883331527,159.1072658368
-0.4936867601,3.0063929539
-3.0939970247,13.8636441038
4.7329171544,62.9997610444
-7.6823946215,98.9911903752
0.7854448327,7.5901816687
1.5256142062,13.2318400312
-0.5372839015,2.9654962771
4.4868179106,57.723523657
8.2986292544,166.6303827658
2.2879216161,21.3329354911
9.7279690015,222.4506687949
-9.6281496868,160.5180837208
-1.4804769731,3.9421932165
9.8402639185,227.1823797275
8.9815553803,192.2813402407
1.5609351636,13.5558426603
-5.9633579463,57.2332021535
-4.8898390708,37.151535064
-8.2053492714,114.0394655173
-5.7483586647,52.8421786823
-8.7336925182,130.3536924503
1.7663239778,15.5387727227
